"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2022,"XIII",FALSE,"Посів або вирощування снотворного маку чи конопель ст. 310","310",24,0,0,0,65,12,0,0,0,9,30,20,2,4,7,12,13,39,0,1,65,0,0,0,0
2022,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання прекурсорів, ст. 311","311",44,0,0,0,117,23,0,0,0,34,52,28,2,1,13,20,20,76,1,0,115,2,0,0,0
2022,"XIII",FALSE,"Викрадення, привласнення, вимагання прекурсорів або заволодіння ними шляхом шахрайства або зловживання службовим становищем, ст. 312","312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"XIII",FALSE,"Викрадення, привласнення, вимагання обладнання, призначеного для  виготовлення наркотичних засобів, психотропних речовин, або їх аналогів чи заволодіння ним шляхом шахрайства або зловживання службовим становищем та інші незаконні дії з таким обладнанням, ст. 313","313",28,0,0,0,72,10,0,0,0,28,35,9,0,0,5,16,10,45,1,0,71,1,0,0,0
2022,"XIII",FALSE,"Незаконне введення в організм наркотичних засобів,  психотропних речовин або їх аналогів, ст. 314","314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"XIII",FALSE,"Схиляння до вживання наркотичних засобів,  психотропних речовин або їх аналогів, ст. 315","315",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2022,"XIII",FALSE,"Незаконне публічне вживання наркотичних засобів, ст. 316","316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"XIII",FALSE,"Організація або утримання місць для незаконного вживання, виробництва чи виготовлення наркотичних засобів, психотропних речовин або їх аналогів,  ст. 317","317",31,0,0,0,92,29,0,1,1,25,44,18,3,0,7,9,14,68,1,0,90,2,0,0,0
2022,"XIII",FALSE,"Незаконне виготовлення, підроблення, використання чи збут підроблених документів на отримання наркотичних засобів, психотропних речовин або прекурсорів, ст. 318","318",0,0,0,0,3,3,0,0,0,1,1,1,0,0,0,0,0,3,0,0,3,0,0,0,0
2022,"XIII",FALSE,"Незаконна видача рецепта на право придбання наркотичних засобів або психотропних речовин, ст. 319","319",7,0,0,0,9,0,0,0,0,1,5,1,1,1,8,9,0,0,0,0,9,0,0,0,0
2022,"XIII",FALSE,"Порушення встановлених правил обігу наркотичних засобів, психотропних речовин, їх аналогів  або прекурсорі, ст. 320","320",9,0,0,0,18,0,0,0,0,4,5,6,2,1,14,9,7,2,0,0,18,0,0,0,0
2022,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів, ст. 321","321",33,0,0,0,84,29,0,0,0,25,39,15,4,1,22,11,8,63,2,0,84,0,0,0,0
2022,"XIII",FALSE,"Незаконна організація або утримання місць для вживання одурманюючих засобів, ст. 322","322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"XIII",FALSE,"Спонукання неповнолітніх до застосування допінгу, ст. 323","323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"XIII",FALSE,"Схиляння неповнолітніх до вживання одурманюючих засобів, ст. 324","324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"XIV",TRUE,"Кримінальні правопорушення у сфері охорони державної таємниці, недоторканності державних кордонів, забезпечення призову та мобілізації (р. XІV Кримінального кодексу України )",NA,86,3,0,0,126,7,0,0,0,55,28,35,2,6,8,44,20,61,1,0,115,10,1,2,1
2022,"XIV",FALSE,"Незаконне переправлення осіб через державний кордон України, ст. 332","332",35,3,0,0,57,7,0,0,0,17,18,19,1,2,8,22,8,27,0,0,55,2,0,0,1
2022,"XIV",FALSE,"Порушення порядку в'їзду на тимчасово окуповану територію України та виїзду з неї, ст. 332-1","332-1",1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,2,1,0,0,0
2022,"XIV",FALSE,"Незаконне перетинання державного кордону України, ст. 332-2","332-2",4,0,0,0,7,0,0,0,0,3,2,2,0,0,0,2,0,5,0,0,0,6,1,2,0
2022,"XIV",FALSE,"Ухилення від призову на строкову військову службу, військову службу за призовом осіб офіцерського складу, ст. 335*","335",27,0,0,0,32,0,0,0,0,32,0,0,0,0,0,3,6,23,0,0,32,0,0,0,0
2022,"XIV",FALSE,"Ухилення від проходження служби цивільного захисту в особливий період чи у разі проведення цільової мобілізації, ст. 336-1","336-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
